24.11.2021 12:55:16;63.69 54.50 50.00 45.38 40.63 36.81 33.44 31.00 26.62 23.50
24.11.2021 12:55:22;63.75 54.56 50.06 45.44 40.69 36.88 33.50 31.06 26.69 23.56
24.11.2021 12:55:29;63.81 54.63 50.13 45.56 40.75 36.94 33.56 31.06 26.69 23.62
24.11.2021 12:55:35;63.88 54.69 50.19 45.63 40.81 37.00 33.63 31.12 26.81 23.62
24.11.2021 12:55:41;63.94 54.75 50.25 45.63 40.81 37.06 33.63 31.19 26.81 23.62
24.11.2021 12:55:48;64.00 54.88 50.31 45.69 40.88 37.13 33.69 31.19 26.81 23.69
24.11.2021 12:55:54;64.06 54.88 50.38 45.81 40.94 37.19 33.75 31.31 26.87 23.75
24.11.2021 12:56:00;64.19 55.00 50.50 45.88 41.00 37.25 33.81 31.31 26.87 23.75
24.11.2021 12:56:07;64.25 55.06 50.56 45.88 41.06 37.31 33.88 31.37 26.94 23.75
24.11.2021 12:56:13;64.37 55.13 50.63 46.00 41.13 37.38 33.94 31.37 27.00 23.75
24.11.2021 12:56:20;64.44 55.19 50.69 46.06 41.25 37.44 33.94 31.44 27.00 23.81
24.11.2021 12:56:26;64.50 55.31 50.81 46.13 41.31 37.44 34.00 31.50 27.06 23.81
24.11.2021 12:56:32;64.62 55.38 50.88 46.19 41.38 37.50 34.06 31.56 27.12 23.87
24.11.2021 12:56:39;64.69 55.50 50.94 46.25 41.44 37.56 34.13 31.56 27.12 23.87
24.11.2021 12:56:45;64.75 55.50 51.00 46.31 41.50 37.63 34.19 31.62 27.19 23.87
24.11.2021 12:56:51;64.81 55.63 51.06 46.44 41.56 37.69 34.25 31.62 27.19 23.94
24.11.2021 12:56:58;64.94 55.69 51.13 46.50 41.63 37.75 34.25 31.69 27.25 23.94
24.11.2021 12:57:04;65.00 55.75 51.19 46.56 41.69 37.81 34.31 31.75 27.25 24.00
24.11.2021 12:57:10;65.06 55.81 51.31 46.63 41.75 37.88 34.38 31.75 27.31 24.06
24.11.2021 12:57:17;65.12 55.94 51.38 46.69 41.81 37.94 34.44 31.81 27.31 24.12
24.11.2021 12:57:23;65.25 56.00 51.44 46.75 41.81 37.94 34.44 31.81 27.37 24.12
24.11.2021 12:57:29;65.31 56.06 51.50 46.81 41.88 38.00 34.50 31.87 27.44 24.19
24.11.2021 12:57:36;65.37 56.13 51.56 46.88 42.00 38.06 34.56 31.94 27.44 24.19
